filepath,class,label,subset
train\OSCC\aug_646_7928.jpg,OSCC,1,train
train\Normal\aug_29_8617.jpg,Normal,0,train
train\OSCC\OSCC_400x_195.jpg,OSCC,1,train
train\Normal\aug_133_1309.jpg,Normal,0,train
train\Normal\aug_152_9297.jpg,Normal,0,train
train\Normal\aug_122_8132.jpg,Normal,0,train
train\Normal\aug_27_5165.jpg,Normal,0,train
train\OSCC\aug_178_5257.jpg,OSCC,1,train
train\Normal\aug_34_6283.jpg,Normal,0,train
train\Normal\aug_74_6081.jpg,Normal,0,train
train\Normal\Normal_400x_187.jpg,Normal,0,train
train\OSCC\aug_441_4967.jpg,OSCC,1,train
train\OSCC\aug_52_2166.jpg,OSCC,1,train
train\Normal\aug_797_9862.jpg,Normal,0,train
train\OSCC\aug_223_126.jpg,OSCC,1,train
train\Normal\aug_42_3493.jpg,Normal,0,train
train\OSCC\aug_630_3014.jpg,OSCC,1,train
train\OSCC\aug_306_4221.jpg,OSCC,1,train
train\Normal\aug_108_4626.jpg,Normal,0,train
train\Normal\aug_173_3909.jpg,Normal,0,train
train\Normal\aug_37_5642.jpg,Normal,0,train
train\Normal\aug_87_5971.jpg,Normal,0,train
train\Normal\Normal_100x_66.jpg,Normal,0,train
train\Normal\aug_195_1384.jpg,Normal,0,train
train\OSCC\aug_549_5167.jpg,OSCC,1,train
train\Normal\aug_306_825.jpg,Normal,0,train
train\OSCC\OSCC_100x_156.jpg,OSCC,1,train
train\OSCC\aug_14_114.jpg,OSCC,1,train
train\OSCC\aug_292_2387.jpg,OSCC,1,train
train\OSCC\aug_544_4598.jpg,OSCC,1,train
train\Normal\aug_569_5558.jpg,Normal,0,train
train\OSCC\OSCC_100x_224.jpg,OSCC,1,train
train\OSCC\aug_328_4428.jpg,OSCC,1,train
train\OSCC\aug_483_397.jpg,OSCC,1,train
train\OSCC\aug_80_4226.jpg,OSCC,1,train
train\OSCC\aug_339_8382.jpg,OSCC,1,train
train\OSCC\OSCC_400x_69.jpg,OSCC,1,train
train\OSCC\aug_234_9918.jpg,OSCC,1,train
train\OSCC\aug_538_1688.jpg,OSCC,1,train
train\Normal\aug_12_3648.jpg,Normal,0,train
train\OSCC\aug_137_6981.jpg,OSCC,1,train
train\OSCC\OSCC_100x_23.jpg,OSCC,1,train
train\OSCC\aug_571_4546.jpg,OSCC,1,train
train\OSCC\OSCC_400x_269.jpg,OSCC,1,train
train\Normal\aug_213_3487.jpg,Normal,0,train
train\OSCC\aug_273_8750.jpg,OSCC,1,train
train\Normal\aug_183_6220.jpg,Normal,0,train
train\Normal\aug_13_9857.jpg,Normal,0,train
train\Normal\aug_207_3469.jpg,Normal,0,train
train\Normal\aug_66_4565.jpg,Normal,0,train
train\Normal\aug_219_4777.jpg,Normal,0,train
train\OSCC\aug_338_5803.jpg,OSCC,1,train
train\Normal\aug_45_2166.jpg,Normal,0,train
train\OSCC\OSCC_100x_157.jpg,OSCC,1,train
train\Normal\aug_23_2792.jpg,Normal,0,train
train\OSCC\aug_312_314.jpg,OSCC,1,train
train\OSCC\aug_37_5521.jpg,OSCC,1,train
train\OSCC\aug_111_243.jpg,OSCC,1,train
train\Normal\aug_59_8824.jpg,Normal,0,train
train\OSCC\aug_173_9202.jpg,OSCC,1,train
train\Normal\aug_129_9906.jpg,Normal,0,train
train\Normal\aug_414_8065.jpg,Normal,0,train
train\OSCC\aug_305_2152.jpg,OSCC,1,train
train\Normal\aug_273_7442.jpg,Normal,0,train
train\OSCC\aug_547_7895.jpg,OSCC,1,train
train\Normal\aug_716_7958.jpg,Normal,0,train
train\OSCC\OSCC_100x_276.jpg,OSCC,1,train
train\OSCC\OSCC_100x_111.jpg,OSCC,1,train
train\Normal\aug_214_9895.jpg,Normal,0,train
train\OSCC\OSCC_100x_379.jpg,OSCC,1,train
train\Normal\aug_140_544.jpg,Normal,0,train
train\OSCC\OSCC_100x_414.jpg,OSCC,1,train
train\OSCC\aug_636_8247.jpg,OSCC,1,train
train\OSCC\aug_670_2757.jpg,OSCC,1,train
train\OSCC\OSCC_100x_321.jpg,OSCC,1,train
train\OSCC\aug_248_4223.jpg,OSCC,1,train
train\Normal\aug_432_454.jpg,Normal,0,train
train\OSCC\OSCC_400x_3.jpg,OSCC,1,train
train\Normal\aug_48_8858.jpg,Normal,0,train
train\Normal\aug_419_4831.jpg,Normal,0,train
train\OSCC\aug_290_9431.jpg,OSCC,1,train
train\Normal\aug_190_9690.jpg,Normal,0,train
train\Normal\aug_356_3394.jpg,Normal,0,train
train\Normal\Normal_400x_85.jpg,Normal,0,train
train\OSCC\OSCC_400x_201.jpg,OSCC,1,train
train\OSCC\aug_623_680.jpg,OSCC,1,train
train\OSCC\aug_543_8814.jpg,OSCC,1,train
train\Normal\aug_36_3574.jpg,Normal,0,train
train\OSCC\aug_15_3084.jpg,OSCC,1,train
train\Normal\aug_230_6218.jpg,Normal,0,train
train\Normal\aug_77_3109.jpg,Normal,0,train
train\Normal\aug_224_9731.jpg,Normal,0,train
train\OSCC\aug_199_9457.jpg,OSCC,1,train
train\OSCC\OSCC_100x_201.jpg,OSCC,1,train
train\Normal\aug_16_5918.jpg,Normal,0,train
train\Normal\aug_689_5589.jpg,Normal,0,train
train\Normal\aug_172_9517.jpg,Normal,0,train
train\OSCC\aug_194_9397.jpg,OSCC,1,train
train\Normal\aug_607_5170.jpg,Normal,0,train
train\Normal\aug_3_2782.jpg,Normal,0,train
train\OSCC\OSCC_400x_315.jpg,OSCC,1,train
train\OSCC\aug_281_6427.jpg,OSCC,1,train
train\Normal\aug_198_3126.jpg,Normal,0,train
train\OSCC\aug_536_2890.jpg,OSCC,1,train
train\OSCC\aug_288_3024.jpg,OSCC,1,train
train\OSCC\OSCC_100x_341.jpg,OSCC,1,train
train\OSCC\aug_32_8897.jpg,OSCC,1,train
train\OSCC\OSCC_100x_32.jpg,OSCC,1,train
train\OSCC\OSCC_100x_239.jpg,OSCC,1,train
train\OSCC\aug_552_9217.jpg,OSCC,1,train
train\OSCC\OSCC_400x_187.jpg,OSCC,1,train
train\OSCC\aug_2_784.jpg,OSCC,1,train
train\OSCC\aug_110_6820.jpg,OSCC,1,train
train\Normal\aug_433_2328.jpg,Normal,0,train
train\OSCC\aug_469_7704.jpg,OSCC,1,train
train\OSCC\OSCC_100x_30.jpg,OSCC,1,train
train\OSCC\aug_250_6104.jpg,OSCC,1,train
train\OSCC\aug_509_8209.jpg,OSCC,1,train
train\OSCC\OSCC_400x_21.jpg,OSCC,1,train
train\Normal\aug_176_2238.jpg,Normal,0,train
train\Normal\aug_845_5621.jpg,Normal,0,train
train\Normal\aug_118_9671.jpg,Normal,0,train
train\Normal\aug_28_3548.jpg,Normal,0,train
train\Normal\aug_235_871.jpg,Normal,0,train
train\Normal\aug_184_9086.jpg,Normal,0,train
train\OSCC\aug_502_1468.jpg,OSCC,1,train
train\OSCC\OSCC_400x_198.jpg,OSCC,1,train
train\OSCC\aug_220_6143.jpg,OSCC,1,train
train\OSCC\OSCC_100x_184.jpg,OSCC,1,train
train\Normal\Normal_400x_60.jpg,Normal,0,train
train\OSCC\OSCC_400x_290.jpg,OSCC,1,train
train\OSCC\aug_433_8760.jpg,OSCC,1,train
train\OSCC\OSCC_400x_403.jpg,OSCC,1,train
train\Normal\Normal_100x_48.jpg,Normal,0,train
train\OSCC\aug_413_9720.jpg,OSCC,1,train
train\Normal\Normal_400x_172.jpg,Normal,0,train
train\Normal\aug_101_8996.jpg,Normal,0,train
train\OSCC\aug_91_9369.jpg,OSCC,1,train
train\OSCC\aug_422_841.jpg,OSCC,1,train
train\Normal\aug_785_7436.jpg,Normal,0,train
train\OSCC\OSCC_100x_240.jpg,OSCC,1,train
train\Normal\aug_750_2515.jpg,Normal,0,train
train\OSCC\aug_676_1546.jpg,OSCC,1,train
train\OSCC\aug_5_2881.jpg,OSCC,1,train
train\OSCC\aug_381_4361.jpg,OSCC,1,train
train\Normal\aug_83_2571.jpg,Normal,0,train
train\OSCC\OSCC_400x_86.jpg,OSCC,1,train
train\Normal\aug_194_1295.jpg,Normal,0,train
train\Normal\aug_200_948.jpg,Normal,0,train
train\Normal\aug_66_9419.jpg,Normal,0,train
train\OSCC\aug_308_1202.jpg,OSCC,1,train
train\Normal\aug_136_3466.jpg,Normal,0,train
train\Normal\aug_72_2682.jpg,Normal,0,train
train\OSCC\OSCC_400x_432.jpg,OSCC,1,train
train\Normal\aug_134_4715.jpg,Normal,0,train
train\OSCC\OSCC_400x_119.jpg,OSCC,1,train
train\Normal\aug_39_7176.jpg,Normal,0,train
train\Normal\aug_492_9380.jpg,Normal,0,train
train\Normal\aug_163_1171.jpg,Normal,0,train
train\OSCC\aug_344_1951.jpg,OSCC,1,train
train\Normal\aug_37_4842.jpg,Normal,0,train
train\OSCC\aug_442_7772.jpg,OSCC,1,train
train\Normal\aug_100_9584.jpg,Normal,0,train
train\Normal\aug_154_6292.jpg,Normal,0,train
train\OSCC\OSCC_400x_106.jpg,OSCC,1,train
train\OSCC\aug_668_817.jpg,OSCC,1,train
train\OSCC\OSCC_400x_381.jpg,OSCC,1,train
train\Normal\Normal_400x_179.jpg,Normal,0,train
train\OSCC\aug_542_1788.jpg,OSCC,1,train
train\OSCC\OSCC_100x_358.jpg,OSCC,1,train
train\OSCC\aug_16_8755.jpg,OSCC,1,train
train\OSCC\aug_378_9488.jpg,OSCC,1,train
train\Normal\aug_8_8064.jpg,Normal,0,train
train\OSCC\aug_328_8335.jpg,OSCC,1,train
train\OSCC\OSCC_400x_455.jpg,OSCC,1,train
train\OSCC\OSCC_400x_199.jpg,OSCC,1,train
train\OSCC\aug_559_457.jpg,OSCC,1,train
train\OSCC\aug_726_1939.jpg,OSCC,1,train
train\OSCC\aug_511_8351.jpg,OSCC,1,train
train\Normal\aug_58_1821.jpg,Normal,0,train
train\OSCC\OSCC_100x_145.jpg,OSCC,1,train
train\Normal\aug_67_2461.jpg,Normal,0,train
train\Normal\aug_281_610.jpg,Normal,0,train
train\OSCC\OSCC_400x_118.jpg,OSCC,1,train
train\Normal\aug_174_509.jpg,Normal,0,train
train\OSCC\OSCC_100x_370.jpg,OSCC,1,train
train\OSCC\aug_500_5169.jpg,OSCC,1,train
train\Normal\aug_15_2057.jpg,Normal,0,train
train\Normal\aug_365_5864.jpg,Normal,0,train
train\OSCC\OSCC_400x_82.jpg,OSCC,1,train
train\OSCC\aug_111_8549.jpg,OSCC,1,train
train\OSCC\aug_110_942.jpg,OSCC,1,train
train\OSCC\aug_101_6227.jpg,OSCC,1,train
train\Normal\aug_178_924.jpg,Normal,0,train
train\Normal\aug_168_1645.jpg,Normal,0,train
train\OSCC\aug_142_4286.jpg,OSCC,1,train
train\Normal\aug_807_3625.jpg,Normal,0,train
train\OSCC\aug_28_8044.jpg,OSCC,1,train
train\Normal\aug_14_8262.jpg,Normal,0,train
train\Normal\aug_392_4595.jpg,Normal,0,train
train\OSCC\aug_67_9458.jpg,OSCC,1,train
train\Normal\aug_181_6849.jpg,Normal,0,train
train\Normal\aug_563_56.jpg,Normal,0,train
train\OSCC\OSCC_400x_65.jpg,OSCC,1,train
train\Normal\aug_73_5806.jpg,Normal,0,train
train\Normal\aug_393_8377.jpg,Normal,0,train
train\OSCC\aug_423_9677.jpg,OSCC,1,train
train\OSCC\aug_295_9471.jpg,OSCC,1,train
train\Normal\aug_68_5529.jpg,Normal,0,train
train\Normal\aug_316_8863.jpg,Normal,0,train
train\OSCC\aug_281_7057.jpg,OSCC,1,train
train\OSCC\OSCC_400x_12.jpg,OSCC,1,train
train\OSCC\aug_115_7438.jpg,OSCC,1,train
train\OSCC\aug_516_4320.jpg,OSCC,1,train
train\Normal\aug_746_8981.jpg,Normal,0,train
train\OSCC\aug_1_3562.jpg,OSCC,1,train
train\Normal\aug_226_680.jpg,Normal,0,train
train\OSCC\aug_175_505.jpg,OSCC,1,train
train\Normal\aug_323_2297.jpg,Normal,0,train
train\Normal\aug_149_3010.jpg,Normal,0,train
train\Normal\aug_134_1668.jpg,Normal,0,train
train\OSCC\aug_629_7396.jpg,OSCC,1,train
train\Normal\aug_192_2281.jpg,Normal,0,train
train\OSCC\OSCC_100x_114.jpg,OSCC,1,train
train\OSCC\aug_727_9289.jpg,OSCC,1,train
train\OSCC\OSCC_400x_212.jpg,OSCC,1,train
train\OSCC\OSCC_100x_110.jpg,OSCC,1,train
train\Normal\aug_204_9699.jpg,Normal,0,train
train\Normal\aug_121_9518.jpg,Normal,0,train
train\Normal\aug_826_2964.jpg,Normal,0,train
train\Normal\aug_161_1983.jpg,Normal,0,train
train\Normal\aug_167_9731.jpg,Normal,0,train
train\OSCC\aug_592_4315.jpg,OSCC,1,train
train\Normal\aug_217_5842.jpg,Normal,0,train
train\Normal\aug_55_1842.jpg,Normal,0,train
train\Normal\aug_179_1600.jpg,Normal,0,train
train\Normal\aug_122_5524.jpg,Normal,0,train
train\Normal\aug_713_5011.jpg,Normal,0,train
train\OSCC\aug_271_4529.jpg,OSCC,1,train
train\Normal\Normal_100x_4.jpg,Normal,0,train
train\OSCC\aug_138_7008.jpg,OSCC,1,train
train\Normal\Normal_400x_28.jpg,Normal,0,train
train\OSCC\aug_147_1096.jpg,OSCC,1,train
train\OSCC\OSCC_100x_433.jpg,OSCC,1,train
train\OSCC\aug_718_5963.jpg,OSCC,1,train
train\Normal\aug_21_4958.jpg,Normal,0,train
train\Normal\aug_36_2848.jpg,Normal,0,train
train\Normal\Normal_100x_27.jpg,Normal,0,train
train\Normal\aug_412_2656.jpg,Normal,0,train
train\Normal\aug_196_3954.jpg,Normal,0,train
train\OSCC\aug_218_4895.jpg,OSCC,1,train
train\OSCC\aug_671_6809.jpg,OSCC,1,train
train\Normal\aug_138_9947.jpg,Normal,0,train
train\OSCC\OSCC_100x_429.jpg,OSCC,1,train
train\OSCC\aug_424_9975.jpg,OSCC,1,train
train\OSCC\OSCC_100x_144.jpg,OSCC,1,train
train\OSCC\aug_255_3089.jpg,OSCC,1,train
train\OSCC\OSCC_400x_173.jpg,OSCC,1,train
train\OSCC\OSCC_400x_451.jpg,OSCC,1,train
train\OSCC\aug_414_1827.jpg,OSCC,1,train
train\Normal\aug_128_4134.jpg,Normal,0,train
train\Normal\aug_81_9839.jpg,Normal,0,train
train\OSCC\aug_514_4641.jpg,OSCC,1,train
train\Normal\Normal_100x_78.jpg,Normal,0,train
train\OSCC\aug_336_6284.jpg,OSCC,1,train
train\OSCC\aug_506_9367.jpg,OSCC,1,train
train\Normal\aug_303_5831.jpg,Normal,0,train
train\OSCC\aug_51_3094.jpg,OSCC,1,train
train\Normal\aug_479_9923.jpg,Normal,0,train
train\Normal\aug_62_3141.jpg,Normal,0,train
train\OSCC\OSCC_100x_227.jpg,OSCC,1,train
train\OSCC\aug_18_8015.jpg,OSCC,1,train
train\OSCC\OSCC_400x_104.jpg,OSCC,1,train
train\OSCC\aug_135_3267.jpg,OSCC,1,train
train\OSCC\OSCC_400x_393.jpg,OSCC,1,train
train\OSCC\OSCC_100x_293.jpg,OSCC,1,train
train\Normal\aug_119_7404.jpg,Normal,0,train
train\OSCC\OSCC_400x_323.jpg,OSCC,1,train
train\Normal\aug_189_120.jpg,Normal,0,train
train\Normal\Normal_400x_109.jpg,Normal,0,train
train\OSCC\aug_725_8072.jpg,OSCC,1,train
train\OSCC\aug_264_7139.jpg,OSCC,1,train
train\OSCC\OSCC_400x_134.jpg,OSCC,1,train
train\OSCC\aug_138_4218.jpg,OSCC,1,train
train\OSCC\aug_720_1204.jpg,OSCC,1,train
train\Normal\aug_5_9212.jpg,Normal,0,train
train\OSCC\aug_558_294.jpg,OSCC,1,train
train\OSCC\aug_472_90.jpg,OSCC,1,train
train\OSCC\aug_415_1529.jpg,OSCC,1,train
train\OSCC\aug_3_2761.jpg,OSCC,1,train
train\OSCC\aug_21_5029.jpg,OSCC,1,train
train\Normal\aug_151_8237.jpg,Normal,0,train
train\Normal\aug_16_9528.jpg,Normal,0,train
train\OSCC\OSCC_400x_447.jpg,OSCC,1,train
train\OSCC\OSCC_100x_217.jpg,OSCC,1,train
train\OSCC\aug_637_591.jpg,OSCC,1,train
train\OSCC\OSCC_400x_325.jpg,OSCC,1,train
train\Normal\aug_426_4772.jpg,Normal,0,train
train\Normal\aug_180_7547.jpg,Normal,0,train
train\OSCC\aug_283_1579.jpg,OSCC,1,train
train\OSCC\aug_403_1540.jpg,OSCC,1,train
train\Normal\aug_168_6127.jpg,Normal,0,train
train\OSCC\OSCC_400x_358.jpg,OSCC,1,train
train\OSCC\OSCC_400x_480.jpg,OSCC,1,train
train\OSCC\aug_83_8289.jpg,OSCC,1,train
train\Normal\aug_190_8191.jpg,Normal,0,train
train\OSCC\aug_332_978.jpg,OSCC,1,train
train\Normal\aug_11_913.jpg,Normal,0,train
train\OSCC\aug_429_6558.jpg,OSCC,1,train
train\Normal\aug_811_629.jpg,Normal,0,train
train\Normal\Normal_400x_88.jpg,Normal,0,train
train\OSCC\aug_438_2030.jpg,OSCC,1,train
train\Normal\aug_142_2237.jpg,Normal,0,train
train\Normal\aug_87_5571.jpg,Normal,0,train
train\OSCC\aug_128_7960.jpg,OSCC,1,train
train\Normal\aug_18_2792.jpg,Normal,0,train
train\Normal\Normal_400x_44.jpg,Normal,0,train
train\OSCC\aug_157_3360.jpg,OSCC,1,train
train\Normal\aug_218_6712.jpg,Normal,0,train
train\Normal\aug_299_2972.jpg,Normal,0,train
train\Normal\aug_70_4067.jpg,Normal,0,train
train\OSCC\aug_165_3267.jpg,OSCC,1,train
train\OSCC\aug_527_9114.jpg,OSCC,1,train
train\Normal\aug_156_7004.jpg,Normal,0,train
train\Normal\aug_100_6210.jpg,Normal,0,train
train\Normal\aug_41_3999.jpg,Normal,0,train
train\Normal\aug_464_1751.jpg,Normal,0,train
train\Normal\aug_21_6503.jpg,Normal,0,train
train\OSCC\aug_701_2416.jpg,OSCC,1,train
train\OSCC\OSCC_400x_397.jpg,OSCC,1,train
train\OSCC\aug_128_22.jpg,OSCC,1,train
train\Normal\aug_189_8475.jpg,Normal,0,train
train\OSCC\aug_361_549.jpg,OSCC,1,train
train\OSCC\aug_49_1713.jpg,OSCC,1,train
train\Normal\aug_135_1993.jpg,Normal,0,train
train\OSCC\aug_419_7435.jpg,OSCC,1,train
train\OSCC\aug_252_5101.jpg,OSCC,1,train
train\Normal\aug_87_2243.jpg,Normal,0,train
train\OSCC\OSCC_400x_243.jpg,OSCC,1,train
train\OSCC\aug_31_9370.jpg,OSCC,1,train
train\OSCC\aug_178_3680.jpg,OSCC,1,train
train\OSCC\aug_201_6698.jpg,OSCC,1,train
train\Normal\aug_190_1875.jpg,Normal,0,train
train\Normal\aug_67_8731.jpg,Normal,0,train
train\Normal\aug_178_8457.jpg,Normal,0,train
train\Normal\aug_64_2442.jpg,Normal,0,train
train\OSCC\aug_227_354.jpg,OSCC,1,train
train\OSCC\aug_9_6655.jpg,OSCC,1,train
train\OSCC\OSCC_400x_29.jpg,OSCC,1,train
train\Normal\aug_230_2861.jpg,Normal,0,train
train\Normal\aug_166_2959.jpg,Normal,0,train
train\Normal\aug_54_731.jpg,Normal,0,train
train\OSCC\OSCC_100x_359.jpg,OSCC,1,train
train\OSCC\aug_675_1894.jpg,OSCC,1,train
train\OSCC\OSCC_100x_345.jpg,OSCC,1,train
train\Normal\aug_578_3818.jpg,Normal,0,train
train\Normal\aug_86_8051.jpg,Normal,0,train
train\OSCC\OSCC_100x_120.jpg,OSCC,1,train
train\OSCC\OSCC_100x_331.jpg,OSCC,1,train
train\Normal\aug_191_1977.jpg,Normal,0,train
train\OSCC\aug_269_1526.jpg,OSCC,1,train
train\OSCC\aug_394_7785.jpg,OSCC,1,train
train\Normal\aug_59_9563.jpg,Normal,0,train
train\OSCC\OSCC_100x_59.jpg,OSCC,1,train
train\Normal\aug_165_3516.jpg,Normal,0,train
train\Normal\aug_93_1897.jpg,Normal,0,train
train\Normal\aug_225_3052.jpg,Normal,0,train
train\Normal\aug_90_862.jpg,Normal,0,train
train\Normal\aug_772_638.jpg,Normal,0,train
train\OSCC\aug_262_5539.jpg,OSCC,1,train
train\Normal\aug_13_5436.jpg,Normal,0,train
train\Normal\aug_223_2660.jpg,Normal,0,train
train\Normal\aug_59_5523.jpg,Normal,0,train
train\OSCC\aug_372_2986.jpg,OSCC,1,train
train\OSCC\OSCC_400x_6.jpg,OSCC,1,train
train\Normal\aug_178_9696.jpg,Normal,0,train
train\OSCC\aug_334_1048.jpg,OSCC,1,train
train\OSCC\aug_333_4052.jpg,OSCC,1,train
train\Normal\aug_197_2417.jpg,Normal,0,train
train\Normal\aug_341_4871.jpg,Normal,0,train
train\Normal\aug_92_1000.jpg,Normal,0,train
train\Normal\aug_167_6197.jpg,Normal,0,train
train\Normal\aug_31_5746.jpg,Normal,0,train
train\OSCC\aug_277_8536.jpg,OSCC,1,train
train\OSCC\aug_655_305.jpg,OSCC,1,train
train\OSCC\aug_689_6930.jpg,OSCC,1,train
train\Normal\aug_84_1824.jpg,Normal,0,train
train\Normal\aug_183_6609.jpg,Normal,0,train
train\Normal\aug_754_9036.jpg,Normal,0,train
train\OSCC\aug_68_3964.jpg,OSCC,1,train
train\Normal\aug_66_3995.jpg,Normal,0,train
train\OSCC\OSCC_400x_171.jpg,OSCC,1,train
train\Normal\aug_141_5452.jpg,Normal,0,train
train\Normal\aug_187_9668.jpg,Normal,0,train
train\OSCC\aug_639_9250.jpg,OSCC,1,train
train\OSCC\aug_441_8874.jpg,OSCC,1,train
train\Normal\aug_135_5499.jpg,Normal,0,train
train\OSCC\aug_329_5432.jpg,OSCC,1,train
train\OSCC\aug_263_6601.jpg,OSCC,1,train
train\Normal\aug_544_5451.jpg,Normal,0,train
train\OSCC\aug_623_1303.jpg,OSCC,1,train
train\Normal\aug_211_2953.jpg,Normal,0,train
train\OSCC\aug_644_8914.jpg,OSCC,1,train
train\OSCC\aug_743_7179.jpg,OSCC,1,train
train\OSCC\aug_101_6354.jpg,OSCC,1,train
train\OSCC\aug_61_4505.jpg,OSCC,1,train
train\OSCC\aug_18_135.jpg,OSCC,1,train
train\OSCC\aug_469_4371.jpg,OSCC,1,train
train\OSCC\aug_345_3778.jpg,OSCC,1,train
train\OSCC\OSCC_100x_84.jpg,OSCC,1,train
train\OSCC\aug_244_6324.jpg,OSCC,1,train
train\Normal\aug_32_6011.jpg,Normal,0,train
train\Normal\aug_43_1146.jpg,Normal,0,train
train\OSCC\aug_610_9047.jpg,OSCC,1,train
train\OSCC\OSCC_400x_176.jpg,OSCC,1,train
train\Normal\Normal_400x_117.jpg,Normal,0,train
train\OSCC\aug_477_3161.jpg,OSCC,1,train
train\OSCC\aug_391_8443.jpg,OSCC,1,train
train\Normal\aug_35_3768.jpg,Normal,0,train
train\OSCC\OSCC_100x_49.jpg,OSCC,1,train
train\OSCC\aug_182_357.jpg,OSCC,1,train
train\Normal\aug_201_8374.jpg,Normal,0,train
train\OSCC\OSCC_400x_425.jpg,OSCC,1,train
train\Normal\Normal_400x_62.jpg,Normal,0,train
train\Normal\aug_0_9628.jpg,Normal,0,train
train\OSCC\OSCC_100x_128.jpg,OSCC,1,train
train\Normal\aug_404_2206.jpg,Normal,0,train
train\OSCC\aug_142_1266.jpg,OSCC,1,train
train\OSCC\aug_120_4894.jpg,OSCC,1,train
train\OSCC\OSCC_400x_291.jpg,OSCC,1,train
train\OSCC\aug_707_8761.jpg,OSCC,1,train
train\OSCC\aug_293_2960.jpg,OSCC,1,train
train\OSCC\aug_147_8942.jpg,OSCC,1,train
train\Normal\aug_44_6057.jpg,Normal,0,train
train\Normal\aug_178_7080.jpg,Normal,0,train
train\OSCC\OSCC_400x_495.jpg,OSCC,1,train
train\OSCC\aug_636_2095.jpg,OSCC,1,train
train\OSCC\aug_70_554.jpg,OSCC,1,train
train\OSCC\aug_336_1751.jpg,OSCC,1,train
train\OSCC\aug_607_5072.jpg,OSCC,1,train
train\Normal\aug_74_1230.jpg,Normal,0,train
train\OSCC\aug_70_1732.jpg,OSCC,1,train
train\Normal\aug_30_7428.jpg,Normal,0,train
train\Normal\aug_99_8835.jpg,Normal,0,train
train\OSCC\aug_157_9191.jpg,OSCC,1,train
train\Normal\aug_148_4429.jpg,Normal,0,train
train\Normal\aug_472_7792.jpg,Normal,0,train
train\OSCC\OSCC_100x_57.jpg,OSCC,1,train
train\Normal\aug_63_719.jpg,Normal,0,train
train\OSCC\aug_16_8259.jpg,OSCC,1,train
train\Normal\aug_173_430.jpg,Normal,0,train
train\Normal\aug_39_6406.jpg,Normal,0,train
train\Normal\aug_149_3166.jpg,Normal,0,train
train\OSCC\aug_569_848.jpg,OSCC,1,train
train\OSCC\OSCC_400x_57.jpg,OSCC,1,train
train\Normal\aug_10_7099.jpg,Normal,0,train
train\Normal\aug_122_3886.jpg,Normal,0,train
train\OSCC\aug_339_1563.jpg,OSCC,1,train
train\OSCC\OSCC_400x_95.jpg,OSCC,1,train
train\Normal\aug_68_1292.jpg,Normal,0,train
train\OSCC\aug_400_6985.jpg,OSCC,1,train
train\Normal\aug_291_8703.jpg,Normal,0,train
train\OSCC\aug_162_886.jpg,OSCC,1,train
train\OSCC\aug_198_311.jpg,OSCC,1,train
train\Normal\aug_375_6891.jpg,Normal,0,train
train\OSCC\aug_111_5903.jpg,OSCC,1,train
train\Normal\aug_654_518.jpg,Normal,0,train
train\Normal\aug_77_4803.jpg,Normal,0,train
train\Normal\aug_98_9920.jpg,Normal,0,train
train\OSCC\aug_121_2772.jpg,OSCC,1,train
train\Normal\aug_326_5554.jpg,Normal,0,train
train\OSCC\OSCC_100x_137.jpg,OSCC,1,train
train\Normal\aug_25_3245.jpg,Normal,0,train
train\OSCC\aug_585_5313.jpg,OSCC,1,train
train\Normal\aug_368_2287.jpg,Normal,0,train
train\Normal\aug_206_5495.jpg,Normal,0,train
train\Normal\aug_82_9718.jpg,Normal,0,train
train\OSCC\aug_46_1381.jpg,OSCC,1,train
train\OSCC\OSCC_400x_85.jpg,OSCC,1,train
train\OSCC\aug_74_2434.jpg,OSCC,1,train
train\OSCC\OSCC_400x_441.jpg,OSCC,1,train
train\OSCC\OSCC_100x_195.jpg,OSCC,1,train
train\OSCC\aug_354_3168.jpg,OSCC,1,train
train\Normal\aug_155_4473.jpg,Normal,0,train
train\Normal\aug_137_1812.jpg,Normal,0,train
train\Normal\aug_56_4914.jpg,Normal,0,train
train\OSCC\aug_194_8079.jpg,OSCC,1,train
train\OSCC\aug_185_3013.jpg,OSCC,1,train
train\Normal\aug_403_4432.jpg,Normal,0,train
train\Normal\aug_169_8784.jpg,Normal,0,train
train\Normal\aug_428_2859.jpg,Normal,0,train
train\Normal\aug_79_4915.jpg,Normal,0,train
train\Normal\aug_763_8122.jpg,Normal,0,train
train\OSCC\OSCC_400x_226.jpg,OSCC,1,train
train\OSCC\aug_526_6083.jpg,OSCC,1,train
train\Normal\aug_14_6983.jpg,Normal,0,train
train\Normal\aug_126_4098.jpg,Normal,0,train
train\OSCC\aug_432_9629.jpg,OSCC,1,train
train\OSCC\OSCC_400x_53.jpg,OSCC,1,train
train\OSCC\OSCC_400x_142.jpg,OSCC,1,train
train\OSCC\OSCC_100x_404.jpg,OSCC,1,train
train\OSCC\aug_221_9689.jpg,OSCC,1,train
train\Normal\aug_550_1442.jpg,Normal,0,train
train\Normal\aug_69_2876.jpg,Normal,0,train
train\OSCC\aug_141_1780.jpg,OSCC,1,train
train\OSCC\OSCC_100x_150.jpg,OSCC,1,train
train\Normal\Normal_400x_196.jpg,Normal,0,train
train\OSCC\aug_253_6038.jpg,OSCC,1,train
train\OSCC\aug_74_5670.jpg,OSCC,1,train
train\Normal\aug_209_5.jpg,Normal,0,train
train\Normal\aug_370_9944.jpg,Normal,0,train
